"","station","latitude","longitude","date","sub_samp_ref","sub_samp_id","samp_id","param_occb","basis_determination","CB101_ug/kg","CB105_ug/kg","CB118_ug/kg","CB128_ug/kg","CB138_ug/kg","CB149_ug/kg","CB153_ug/kg","CB156_ug/kg","CB157_ug/kg","CB167_ug/kg","CB169_ug/kg","CB170_ug/kg","CB180_ug/kg","CB28_ug/kg","CB52_ug/kg","CB77_ug/kg","param_bbio","AGMAX_y","AGMEA_y","AGMIN_y","DRYWT%_%","EXLIP%_%","FATWT%_%","LIPIDWT%_%","LNMAX_cm","LNMEA_cm","LNMIN_cm","WTMAX_g","WTMEA_g","WTMIN_g"
"1112","KUNDA",59.59333333,26.54666667,"2003-09-24",2136791,"R20030",299741,"OC-CB","lipid weight",92.1,NA,102.1,NA,155.3,NA,178.7,NA,NA,NA,NA,NA,33.3,12,29.5,NA,"B-BIO",NA,NA,NA,NA,NA,0.88,NA,NA,NA,NA,NA,NA,NA
"1113","KUNDA",59.59333333,26.54666667,"2004-09-27",2136857,"R04014",299752,"OC-CB","lipid weight",21.3,NA,21.2,NA,34.1,NA,27,NA,NA,NA,NA,NA,7.78,10.6,12.5,NA,"B-BIO",NA,NA,NA,NA,NA,1.69,NA,NA,NA,NA,NA,NA,NA
"1114","KUNDA",59.59333333,26.54666667,"2004-09-27",2136858,"R04015",299752,"OC-CB","lipid weight",22.9,NA,24.7,NA,42.1,NA,38,NA,NA,NA,NA,NA,8.36,4.61,6.56,NA,"B-BIO",NA,NA,NA,NA,NA,2.39,NA,NA,NA,NA,NA,NA,NA
"1115","KUNDA",59.59333333,26.54666667,"2004-09-27",2136859,"R04016",299752,"OC-CB","lipid weight",19.8,NA,20,NA,36.1,NA,34.6,NA,NA,NA,NA,NA,8.91,4.4,5.93,NA,"B-BIO",NA,NA,NA,NA,NA,2.01,NA,NA,NA,NA,NA,NA,NA
"1116","KUNDA",59.59333333,26.54666667,"2004-09-27",2136860,"R04017",299752,"OC-CB","lipid weight",28.7,NA,27.5,NA,42,NA,38.8,NA,NA,NA,NA,NA,7.65,5.48,8.08,NA,"B-BIO",NA,NA,NA,NA,NA,2.58,NA,NA,NA,NA,NA,NA,NA
"1117","KUNDA",59.59333333,26.54666667,"2004-09-27",2136861,"R04018",299752,"OC-CB","lipid weight",28.1,NA,27.3,NA,46.2,NA,41.2,NA,NA,NA,NA,NA,10.6,10.8,15.2,NA,"B-BIO",NA,NA,NA,NA,NA,2.59,NA,NA,NA,NA,NA,NA,NA
"1118","KUNDA",59.59333333,26.54666667,"2004-09-27",2136862,"R04019",299752,"OC-CB","lipid weight",13.3,NA,14,NA,24.3,NA,22.2,NA,NA,NA,NA,NA,5.65,3.51,4.72,NA,"B-BIO",NA,NA,NA,NA,NA,1.71,NA,NA,NA,NA,NA,NA,NA
"1119","KUNDA",59.59333333,26.54666667,"2004-09-27",2136863,"R04020",299752,"OC-CB","lipid weight",26.9,NA,20,NA,35.5,NA,33.4,NA,NA,NA,NA,NA,12,8.5,10.56,NA,"B-BIO",NA,NA,NA,NA,NA,2.23,NA,NA,NA,NA,NA,NA,NA
"1120","KUNDA",59.59333333,26.54666667,"2004-09-27",2136864,"R04021",299752,"OC-CB","lipid weight",20.1,NA,18.8,NA,32.4,NA,30.6,NA,NA,NA,NA,NA,9.16,5.53,7.36,NA,"B-BIO",NA,NA,NA,NA,NA,1.67,NA,NA,NA,NA,NA,NA,NA
"1121","KUNDA",59.59333333,26.54666667,"2004-09-27",2136865,"R04022",299752,"OC-CB","lipid weight",15.6,NA,14.1,NA,24.9,NA,23.3,NA,NA,NA,NA,NA,6.2,3.83,6.31,NA,"B-BIO",NA,NA,NA,NA,NA,2.32,NA,NA,NA,NA,NA,NA,NA
"1122","KUNDA",59.59333333,26.54666667,"2004-09-27",2136866,"R04023",299752,"OC-CB","lipid weight",20.8,NA,23.6,NA,38.2,NA,34.2,NA,NA,NA,NA,NA,7.68,5.64,14.3,NA,"B-BIO",NA,NA,NA,NA,NA,2.16,NA,NA,NA,NA,NA,NA,NA
"1123","KUNDA",59.59333333,26.54666667,"2005-09-20",2136921,"C0521",299759,"OC-CB","lipid weight",8.19,NA,10.7,NA,14.6,NA,15.3,NA,NA,NA,NA,NA,3.52,6.83,3.87,NA,"B-BIO",NA,NA,NA,NA,NA,2.55,NA,NA,NA,NA,NA,NA,NA
"1124","KUNDA",59.59333333,26.54666667,"2005-09-20",2136922,"C0522",299759,"OC-CB","lipid weight",12.5,NA,15.2,NA,21.2,NA,21.5,NA,NA,NA,NA,NA,6.23,5.4,5.19,NA,"B-BIO",NA,NA,NA,NA,NA,3.4,NA,NA,NA,NA,NA,NA,NA
"1125","KUNDA",59.59333333,26.54666667,"2005-09-20",2136923,"C0523",299759,"OC-CB","lipid weight",11.5,NA,12,NA,16.4,NA,17.8,NA,NA,NA,NA,NA,6.41,5.29,7.36,NA,"B-BIO",NA,NA,NA,NA,NA,2.69,NA,NA,NA,NA,NA,NA,NA
"1126","KUNDA",59.59333333,26.54666667,"2005-09-20",2136924,"C0524",299759,"OC-CB","lipid weight",5.84,NA,8.74,NA,12,NA,14,NA,NA,NA,NA,NA,5.28,3.59,2.33,NA,"B-BIO",NA,NA,NA,NA,NA,4.13,NA,NA,NA,NA,NA,NA,NA
"1127","KUNDA",59.59333333,26.54666667,"2005-09-20",2136925,"C0525",299759,"OC-CB","lipid weight",9.1,NA,11.8,NA,15.3,NA,17,NA,NA,NA,NA,NA,5.73,6.2,3.72,NA,"B-BIO",NA,NA,NA,NA,NA,2.1,NA,NA,NA,NA,NA,NA,NA
"1128","KUNDA",59.59333333,26.54666667,"2005-09-20",2136926,"C0526",299759,"OC-CB","lipid weight",17.4,NA,21.2,NA,26.8,NA,25.4,NA,NA,NA,NA,NA,6.56,7.48,8.41,NA,"B-BIO",NA,NA,NA,NA,NA,3.21,NA,NA,NA,NA,NA,NA,NA
"1129","KUNDA",59.59333333,26.54666667,"2005-09-20",2136927,"C0527",299759,"OC-CB","lipid weight",31.6,NA,30.2,NA,36.5,NA,33.5,NA,NA,NA,NA,NA,7.81,18.9,27.6,NA,"B-BIO",NA,NA,NA,NA,NA,2.28,NA,NA,NA,NA,NA,NA,NA
"1130","KUNDA",59.59333333,26.54666667,"2005-09-20",2136928,"C0528",299759,"OC-CB","lipid weight",9.02,NA,12.6,NA,17.5,NA,18.2,NA,NA,NA,NA,NA,5.99,4.1,3.37,NA,"B-BIO",NA,NA,NA,NA,NA,3.38,NA,NA,NA,NA,NA,NA,NA
"1131","KUNDA",59.59333333,26.54666667,"2005-09-20",2136929,"C0529",299759,"OC-CB","lipid weight",13,NA,22.1,NA,27.3,NA,26.5,NA,NA,NA,NA,NA,5.04,2.72,7.21,NA,"B-BIO",NA,NA,NA,NA,NA,2.79,NA,NA,NA,NA,NA,NA,NA
"1132","KUNDA",59.59333333,26.54666667,"2005-09-20",2136930,"C0530",299759,"OC-CB","lipid weight",8.15,NA,11.7,NA,16.5,NA,17.8,NA,NA,NA,NA,NA,4.03,4.65,6.68,NA,"B-BIO",NA,NA,NA,NA,NA,3.09,NA,NA,NA,NA,NA,NA,NA
"1133","KUNDA",59.59333333,26.54666667,"2006-09-01",2209061,"Cl 2006018",1059042,"OC-CB","lipid weight",23.3,NA,33.7,NA,28.9,NA,25.8,NA,NA,NA,NA,NA,11.7,58.7,57.6,NA,"B-BIO",NA,NA,NA,NA,NA,NA,2.45,NA,NA,NA,NA,NA,NA
"1134","KUNDA",59.59333333,26.54666667,"2006-09-01",2209062,"Cl 2006019",1059042,"OC-CB","lipid weight",17.3,NA,40.5,NA,29,NA,26.9,NA,NA,NA,NA,NA,9.5,80.3,35.3,NA,"B-BIO",NA,NA,NA,NA,NA,NA,2.03,NA,NA,NA,NA,NA,NA
"1135","KUNDA",59.59333333,26.54666667,"2006-09-01",2209063,"Cl 2006020",1059042,"OC-CB","lipid weight",25.9,NA,37.8,NA,32.5,NA,24.6,NA,NA,NA,NA,NA,11.8,107,94.5,NA,"B-BIO",NA,NA,NA,NA,NA,NA,2.39,NA,NA,NA,NA,NA,NA
"1136","KUNDA",59.59333333,26.54666667,"2006-09-01",2209064,"Cl 2006021",1059042,"OC-CB","lipid weight",19.8,NA,28.9,NA,28.6,NA,23,NA,NA,NA,NA,NA,10.5,40.6,33.9,NA,"B-BIO",NA,NA,NA,NA,NA,NA,2.21,NA,NA,NA,NA,NA,NA
"1137","KUNDA",59.59333333,26.54666667,"2006-09-01",2209065,"Cl 2006022",1059042,"OC-CB","lipid weight",18.2,NA,26.9,NA,31.5,NA,26.3,NA,NA,NA,NA,NA,9.7,22.2,26.3,NA,"B-BIO",NA,NA,NA,NA,NA,NA,2.65,NA,NA,NA,NA,NA,NA
"1138","Lagnoe",59.5652,18.8348,"2007-08-21",3574945,"183401845",1741126,"OC-CB","lipid weight",50,NA,41,NA,96,NA,136,NA,NA,NA,NA,NA,41,4,7,NA,"B-BIO",NA,3,NA,NA,3.49,NA,NA,NA,15.4,NA,NA,25.9,NA
"1139","Lagnoe",59.5652,18.8348,"2007-08-21",3574946,"184601855",1741126,"OC-CB","lipid weight",136,NA,105,NA,206,NA,265,NA,NA,NA,NA,NA,82,14,32,NA,"B-BIO",NA,4,NA,NA,2.97,NA,NA,NA,15.2,NA,NA,23.7,NA
"1140","Lagnoe",59.5652,18.8348,"2008-08-27",3591925,"583",1743606,"OC-CB","lipid weight",NA,NA,20.303,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"B-BIO",NA,NA,NA,NA,3.3,NA,NA,NA,NA,NA,NA,NA,NA
"1141","Lagnoe",59.5652,18.8348,"2008-08-27",3591926,"571",1743607,"OC-CB","lipid weight",NA,NA,16.216,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"B-BIO",NA,4,NA,NA,3.7,NA,NA,NA,16.7,NA,NA,33.8,NA
"1142","Lagnoe",59.5652,18.8348,"2008-08-27",3591930,"571",1743609,"OC-CB","lipid weight",40,NA,32.1,NA,60.7,NA,86.8,NA,NA,NA,NA,NA,25.6,5.3,11.9,NA,"B-BIO",NA,4,NA,NA,3.7,NA,NA,NA,16.7,NA,NA,33.8,NA
"1143","Lagnoe",59.5652,18.8348,"2008-08-27",3591931,"583",1743609,"OC-CB","lipid weight",24.6,NA,27.1,NA,68.7,NA,108.4,NA,NA,NA,NA,NA,32.8,4.7,4.7,NA,"B-BIO",NA,4,NA,NA,3.3,NA,NA,NA,15.9,NA,NA,26.5,NA
"1144","Lagnoe",59.5652,18.8348,"2009-08-25",3600854,"288102892",1754348,"OC-CB","lipid weight",205.1,4.4e-05,160.2,NA,261.8,NA,384.4,16,3.6,8.9,0.054,NA,107.4,36.3,78.7,1.1,"B-BIO",NA,5,NA,19.5,1.62,NA,NA,NA,16.9,NA,NA,28.1,NA
"1145","Lagnoe",59.5652,18.8348,"2009-08-25",3600855,"289302904",1754348,"OC-CB","lipid weight",57.2,1.6e-05,56.2,NA,135.9,NA,187.4,8.1,1.9,3.8,0.048,NA,58.6,4,10.4,0.21,"B-BIO",NA,5,NA,20.9,1.76,NA,NA,NA,16.4,NA,NA,28,NA
"1146","Lagnoe",59.5652,18.8348,"2010-08-25",3601651,"389203903",1754398,"OC-CB","lipid weight",57,4.7e-06,48.4,NA,90.8,NA,135.7,2.3,0.47,1.1,0.027,NA,43.6,4.3,16,0.2,"B-BIO",NA,4,NA,21.3,2.7,NA,NA,NA,16.6,NA,NA,28.2,NA
"1147","Lagnoe",59.5652,18.8348,"2010-08-25",3601652,"390403915",1754398,"OC-CB","lipid weight",34,5.7e-06,32.2,NA,69.9,NA,111.3,2.9,0.68,1.4,0.02,NA,32,4.6,8.3,0.2,"B-BIO",NA,4,NA,21,3.3,NA,NA,NA,16.5,NA,NA,26.8,NA
"1148","Lagnoe",59.5652,18.8348,"2011-08-23",3602946,"91700927",1754447,"OC-CB","lipid weight",58.9,1.6e-05,47.1,NA,95.6,NA,136.9,7.2,1.5,3.7,0.035,NA,37.8,7.5,17.1,0.45,"B-BIO",NA,5,NA,NA,3.76,NA,NA,NA,17.2,NA,NA,32.7,NA
"1149","Lagnoe",59.5652,18.8348,"2011-08-23",3602947,"92800939",1754447,"OC-CB","lipid weight",39.7,1.2e-05,42.2,NA,101.4,NA,152.1,7.1,1.41,3.1,0.045,NA,44.2,3.9,5.7,0.28,"B-BIO",NA,5,NA,NA,3.54,NA,NA,NA,18.3,NA,NA,42.1,NA
"1150","Lagnoe",59.5652,18.8348,"2012-08-21",3573999,"95800969",1741071,"OC-CB","lipid weight",46,1.4e-05,46,NA,100,NA,143,6.6,1.4,3.2,0.04,NA,43,4,7,0.22,"B-BIO",NA,5,NA,21.5,2.2,NA,NA,NA,17.6,NA,NA,29.3,NA
"1151","Lagnoe",59.5652,18.8348,"2012-08-21",3574000,"97000981",1741071,"OC-CB","lipid weight",50,1.6e-05,49,NA,103,NA,150,7.7,1.7,3.7,0.037,NA,43,4,9,0.31,"B-BIO",NA,5,NA,21.7,2.3,NA,NA,NA,17.1,NA,NA,32.1,NA
"1152","Lagnoe",59.5652,18.8348,"2013-08-22",3589596,"237502386",1743359,"OC-CB","lipid weight",71.3,1.9e-05,69.4,NA,132,NA,189.6,10.2,2.2,4.5,0.078,NA,55.1,4.3,14.1,0.22,"B-BIO",NA,4,NA,19.2,1.2,NA,NA,NA,16.5,NA,NA,28,NA
"1153","Lagnoe",59.5652,18.8348,"2013-08-22",3589597,"238702398",1743359,"OC-CB","lipid weight",38,1.3e-05,41.2,NA,106,NA,157.8,7.9,1.7,3.7,0.06,NA,48,4.6,5.5,0.27,"B-BIO",NA,5,NA,20.6,2,NA,NA,NA,17,NA,NA,27.9,NA
"1154","Landsort",58.6936,18.0043,"2000-12-19",3580187,"4807",1741399,"OC-CB","lipid weight",23.9,NA,18.7,NA,39.4,NA,52.7,NA,NA,NA,NA,NA,14.2,4.2,8.4,NA,"B-BIO",NA,3,NA,22.8,3.53,NA,NA,NA,17,NA,NA,33.5,NA
"1155","Landsort",58.6936,18.0043,"2000-12-19",3580188,"4808",1741399,"OC-CB","lipid weight",98.4,NA,83.8,NA,167.9,NA,227.3,NA,NA,NA,NA,NA,62.6,5.6,21.6,NA,"B-BIO",NA,3,NA,18.9,1.07,NA,NA,NA,16.2,NA,NA,24.8,NA
"1156","Landsort",58.6936,18.0043,"2000-12-19",3580189,"4809",1741399,"OC-CB","lipid weight",383.3,NA,235.8,NA,350.2,NA,429.9,NA,NA,NA,NA,NA,110.5,79.4,183.9,NA,"B-BIO",NA,3,NA,25,5.35,NA,NA,NA,17.5,NA,NA,32.8,NA
"1157","Landsort",58.6936,18.0043,"2000-12-19",3580190,"4810",1741399,"OC-CB","lipid weight",36.7,NA,43,NA,93.2,NA,137.7,NA,NA,NA,NA,NA,34,4.1,7.8,NA,"B-BIO",NA,4,NA,19.8,2.67,NA,NA,NA,16.5,NA,NA,26.5,NA
"1158","Landsort",58.6936,18.0043,"2000-12-19",3580191,"4811",1741399,"OC-CB","lipid weight",20.8,NA,26.1,NA,55.4,NA,90.2,NA,NA,NA,NA,NA,23.7,3.2,4,NA,"B-BIO",NA,4,NA,21.1,2.21,NA,NA,NA,17.8,NA,NA,40.3,NA
"1159","Landsort",58.6936,18.0043,"2000-12-19",3580192,"4812",1741399,"OC-CB","lipid weight",51.1,NA,55.6,NA,110.5,NA,159.5,NA,NA,NA,NA,NA,38.8,4.5,4.8,NA,"B-BIO",NA,4,NA,22.3,3.36,NA,NA,NA,17.7,NA,NA,36.4,NA
"1160","Landsort",58.6936,18.0043,"2000-12-19",3580193,"4813",1741399,"OC-CB","lipid weight",53,NA,46.3,NA,83.9,NA,113.4,NA,NA,NA,NA,NA,23.1,6.4,15.6,NA,"B-BIO",NA,4,NA,22.2,3.07,NA,NA,NA,17.2,NA,NA,33.6,NA
"1161","Landsort",58.6936,18.0043,"2000-12-19",3580194,"4814",1741399,"OC-CB","lipid weight",53.2,NA,68.4,NA,144.5,NA,222.1,NA,NA,NA,NA,NA,51.6,3.6,9.2,NA,"B-BIO",NA,4,NA,20.4,2.13,NA,NA,NA,18.7,NA,NA,35.8,NA
"1162","Landsort",58.6936,18.0043,"2000-12-19",3580195,"4815",1741399,"OC-CB","lipid weight",32.6,NA,37.1,NA,75.6,NA,101.6,NA,NA,NA,NA,NA,27.6,5.9,13.7,NA,"B-BIO",NA,4,NA,24,5.83,NA,NA,NA,18.3,NA,NA,37.2,NA
"1163","Landsort",58.6936,18.0043,"2000-12-19",3580196,"4816",1741399,"OC-CB","lipid weight",23.7,NA,34.3,NA,84.5,NA,173.9,NA,NA,NA,NA,NA,50.5,3.8,6.5,NA,"B-BIO",NA,5,NA,20.4,1.96,NA,NA,NA,17.4,NA,NA,31.8,NA
"1164","Landsort",58.6936,18.0043,"2000-12-19",3580197,"4817",1741399,"OC-CB","lipid weight",37.8,NA,34,NA,57.1,NA,73.1,NA,NA,NA,NA,NA,16.1,4.7,12.8,NA,"B-BIO",NA,5,NA,23.4,3.82,NA,NA,NA,18.2,NA,NA,39,NA
"1165","Landsort",58.6936,18.0043,"2000-12-19",3580198,"4818",1741399,"OC-CB","lipid weight",47.1,NA,44.7,NA,100.9,NA,145.7,NA,NA,NA,NA,NA,34.6,4.7,12.3,NA,"B-BIO",NA,5,NA,22.2,3.09,NA,NA,NA,17.8,NA,NA,35.8,NA
"1166","Landsort",58.6936,18.0043,"2001-12-10",3579957,"3963",1741381,"OC-CB","lipid weight",33.5,NA,22.6,NA,43.2,NA,56.3,NA,NA,NA,NA,NA,14.2,5.7,9.1,NA,"B-BIO",NA,4,NA,22.9,3.85,NA,NA,NA,17.5,NA,NA,32.5,NA
"1167","Landsort",58.6936,18.0043,"2001-12-10",3579958,"3964",1741381,"OC-CB","lipid weight",29.2,NA,22.1,NA,37.9,NA,47.7,NA,NA,NA,NA,NA,10.8,5.2,8.2,NA,"B-BIO",NA,4,NA,23.8,4.03,NA,NA,NA,17.5,NA,NA,35.3,NA
"1168","Landsort",58.6936,18.0043,"2001-12-10",3579959,"3965",1741381,"OC-CB","lipid weight",15.5,NA,14.6,NA,33.3,NA,46.7,NA,NA,NA,NA,NA,11.8,3.8,3.3,NA,"B-BIO",NA,4,NA,22.7,3.68,NA,NA,NA,16.8,NA,NA,31.4,NA
"1169","Landsort",58.6936,18.0043,"2001-12-10",3579960,"3966",1741381,"OC-CB","lipid weight",34.6,NA,34.2,NA,67.6,NA,93.4,NA,NA,NA,NA,NA,29.1,5,7,NA,"B-BIO",NA,4,NA,19.8,1.99,NA,NA,NA,16.5,NA,NA,25.8,NA
"1170","Landsort",58.6936,18.0043,"2001-12-10",3579961,"3967",1741381,"OC-CB","lipid weight",147.9,NA,102.2,NA,169.8,NA,223.1,NA,NA,NA,NA,NA,53.3,9.1,21.9,NA,"B-BIO",NA,4,NA,21.7,3.29,NA,NA,NA,17.6,NA,NA,35,NA
"1171","Landsort",58.6936,18.0043,"2001-12-10",3579962,"3968",1741381,"OC-CB","lipid weight",35.1,NA,27.2,NA,52.8,NA,76.5,NA,NA,NA,NA,NA,24.1,4.2,8.1,NA,"B-BIO",NA,4,NA,20.7,2.59,NA,NA,NA,15.2,NA,NA,20.6,NA
"1172","Landsort",58.6936,18.0043,"2001-12-10",3579963,"3969",1741381,"OC-CB","lipid weight",36.4,NA,28.4,NA,51.7,NA,66,NA,NA,NA,NA,NA,15.3,5.1,8.6,NA,"B-BIO",NA,4,NA,23.8,4.66,NA,NA,NA,16.8,NA,NA,31,NA
"1173","Landsort",58.6936,18.0043,"2001-12-10",3579964,"3970",1741381,"OC-CB","lipid weight",29.9,NA,29.3,NA,57.4,NA,85.4,NA,NA,NA,NA,NA,24,3.7,5.2,NA,"B-BIO",NA,4,NA,20.6,1.92,NA,NA,NA,16.5,NA,NA,28.5,NA
"1174","Landsort",58.6936,18.0043,"2001-12-10",3579965,"3971",1741381,"OC-CB","lipid weight",42.9,NA,43.6,NA,94.9,NA,138.2,NA,NA,NA,NA,NA,38.8,3.7,5.8,NA,"B-BIO",NA,5,NA,22.4,3.8,NA,NA,NA,16.7,NA,NA,28.4,NA
"1175","Landsort",58.6936,18.0043,"2001-12-10",3579966,"3972",1741381,"OC-CB","lipid weight",34.3,NA,32.2,NA,52.1,NA,68.9,NA,NA,NA,NA,NA,19.6,5.5,9.3,NA,"B-BIO",NA,5,NA,22.2,3.65,NA,NA,NA,16.9,NA,NA,31,NA
"1176","Landsort",58.6936,18.0043,"2001-12-10",3579967,"3973",1741381,"OC-CB","lipid weight",37.4,NA,29.6,NA,49.9,NA,62.9,NA,NA,NA,NA,NA,18.8,5.7,9.6,NA,"B-BIO",NA,5,NA,23.4,5.81,NA,NA,NA,17.2,NA,NA,30.2,NA
"1177","Landsort",58.6936,18.0043,"2001-12-10",3579968,"3974",1741381,"OC-CB","lipid weight",36.8,NA,28.3,NA,49.1,NA,63.9,NA,NA,NA,NA,NA,14.6,5.3,9.8,NA,"B-BIO",NA,5,NA,23.7,3.96,NA,NA,NA,16.9,NA,NA,30.2,NA
"1178","Landsort",58.6936,18.0043,"2002-12-03",3579683,"5693",1741359,"OC-CB","lipid weight",17.6,NA,16.8,NA,29.7,NA,36.7,NA,NA,NA,NA,NA,10.7,3.9,7.7,NA,"B-BIO",NA,3,NA,24.2,4.36,NA,NA,NA,15.7,NA,NA,23.4,NA
"1179","Landsort",58.6936,18.0043,"2002-12-03",3579684,"5694",1741359,"OC-CB","lipid weight",11.8,NA,12.8,NA,20.5,NA,25.5,NA,NA,NA,NA,NA,5.6,2.9,5.4,NA,"B-BIO",NA,3,NA,21.9,4.77,NA,NA,NA,15.8,NA,NA,25.3,NA
"1180","Landsort",58.6936,18.0043,"2002-12-03",3579685,"5695",1741359,"OC-CB","lipid weight",42.5,NA,28.8,NA,68.6,NA,90.5,NA,NA,NA,NA,NA,19.8,5.1,14.3,NA,"B-BIO",NA,4,NA,20.6,2.19,NA,NA,NA,18.3,NA,NA,37.5,NA
"1181","Landsort",58.6936,18.0043,"2002-12-03",3579686,"5696",1741359,"OC-CB","lipid weight",70.6,NA,81,NA,175,NA,233.6,NA,NA,NA,NA,NA,63,5.7,15,NA,"B-BIO",NA,4,NA,17.7,2.1,NA,NA,NA,17.5,NA,NA,31.9,NA
"1182","Landsort",58.6936,18.0043,"2002-12-03",3579687,"5697",1741359,"OC-CB","lipid weight",21.2,NA,21,NA,41.2,NA,47.4,NA,NA,NA,NA,NA,12.9,4.1,8.7,NA,"B-BIO",NA,4,NA,21.5,2.96,NA,NA,NA,17.2,NA,NA,34.3,NA
"1183","Landsort",58.6936,18.0043,"2002-12-03",3579688,"5698",1741359,"OC-CB","lipid weight",24,NA,20,NA,42.4,NA,51.1,NA,NA,NA,NA,NA,15.1,4.2,9.1,NA,"B-BIO",NA,4,NA,21.8,3.03,NA,NA,NA,17.8,NA,NA,34.8,NA
"1184","Landsort",58.6936,18.0043,"2002-12-03",3579689,"5699",1741359,"OC-CB","lipid weight",19,NA,18.7,NA,36.6,NA,42.9,NA,NA,NA,NA,NA,14.5,4.1,8.1,NA,"B-BIO",NA,4,NA,21.7,4.18,NA,NA,NA,17.5,NA,NA,34.3,NA
"1185","Landsort",58.6936,18.0043,"2002-12-03",3579690,"5700",1741359,"OC-CB","lipid weight",38.8,NA,37.3,NA,69.2,NA,82.8,NA,NA,NA,NA,NA,23.2,5.3,12,NA,"B-BIO",NA,4,NA,21.6,2.96,NA,NA,NA,17.8,NA,NA,34.1,NA
"1186","Landsort",58.6936,18.0043,"2002-12-03",3579691,"5701",1741359,"OC-CB","lipid weight",25.3,NA,23,NA,46.3,NA,55.8,NA,NA,NA,NA,NA,16,4.4,9.4,NA,"B-BIO",NA,4,NA,23,5.69,NA,NA,NA,15.4,NA,NA,24.4,NA
"1187","Landsort",58.6936,18.0043,"2002-12-03",3579692,"5702",1741359,"OC-CB","lipid weight",31,NA,26.3,NA,54.4,NA,66,NA,NA,NA,NA,NA,17.7,4,10.7,NA,"B-BIO",NA,4,NA,23.3,4.81,NA,NA,NA,17.2,NA,NA,34.9,NA
"1188","Landsort",58.6936,18.0043,"2002-12-03",3579693,"5703",1741359,"OC-CB","lipid weight",22.9,NA,24.2,NA,38.7,NA,47.1,NA,NA,NA,NA,NA,10.7,3.6,7.3,NA,"B-BIO",NA,4,NA,23,3.58,NA,NA,NA,17.5,NA,NA,33.4,NA
"1189","Landsort",58.6936,18.0043,"2002-12-03",3579694,"5704",1741359,"OC-CB","lipid weight",16.8,NA,17.2,NA,34,NA,41.7,NA,NA,NA,NA,NA,11.4,3,5.8,NA,"B-BIO",NA,4,NA,22,2.99,NA,NA,NA,16.6,NA,NA,30.7,NA
"1190","Landsort",58.6936,18.0043,"2003-11-12",3579441,"3844",1741339,"OC-CB","lipid weight",18.6,NA,19.1,NA,30.6,NA,34.6,NA,NA,NA,NA,NA,8.6,5.1,7.6,NA,"B-BIO",NA,4,NA,25,4.75,NA,NA,NA,18.1,NA,NA,39.5,NA
"1191","Landsort",58.6936,18.0043,"2003-11-12",3579442,"3845",1741339,"OC-CB","lipid weight",20.7,NA,17.7,NA,35.5,NA,40.5,NA,NA,NA,NA,NA,10.2,4.4,7.9,NA,"B-BIO",NA,4,NA,26.1,5.49,NA,NA,NA,19,NA,NA,48.4,NA
"1192","Landsort",58.6936,18.0043,"2003-11-12",3579443,"3846",1741339,"OC-CB","lipid weight",45.8,NA,39.5,NA,80.9,NA,89.6,NA,NA,NA,NA,NA,22.9,5,9.6,NA,"B-BIO",NA,4,NA,24.8,4.62,NA,NA,NA,19,NA,NA,44,NA
"1193","Landsort",58.6936,18.0043,"2003-11-12",3579444,"3847",1741339,"OC-CB","lipid weight",18.9,NA,16.3,NA,28.9,NA,32.6,NA,NA,NA,NA,NA,9.4,5.2,7.7,NA,"B-BIO",NA,4,NA,23.4,4.37,NA,NA,NA,19.1,NA,NA,43.2,NA
"1194","Landsort",58.6936,18.0043,"2003-11-12",3579445,"3848",1741339,"OC-CB","lipid weight",17.6,NA,16.8,NA,31.3,NA,34.6,NA,NA,NA,NA,NA,8.7,4.3,6.9,NA,"B-BIO",NA,4,NA,25.3,5.18,NA,NA,NA,17,NA,NA,36.1,NA
"1195","Landsort",58.6936,18.0043,"2003-11-12",3579446,"3849",1741339,"OC-CB","lipid weight",51.9,NA,41.8,NA,73.9,NA,87.3,NA,NA,NA,NA,NA,23.8,9.5,18.2,NA,"B-BIO",NA,4,NA,23,3.64,NA,NA,NA,18.3,NA,NA,37.3,NA
"1196","Landsort",58.6936,18.0043,"2003-11-12",3579447,"3850",1741339,"OC-CB","lipid weight",22.5,NA,21.8,NA,40.5,NA,45,NA,NA,NA,NA,NA,10.8,5.7,8.8,NA,"B-BIO",NA,4,NA,22.6,3.4,NA,NA,NA,18.6,NA,NA,47.7,NA
"1197","Landsort",58.6936,18.0043,"2003-11-12",3579448,"3851",1741339,"OC-CB","lipid weight",33.8,NA,40.3,NA,106.9,NA,135.8,NA,NA,NA,NA,NA,29.4,4.8,4.7,NA,"B-BIO",NA,4,NA,20.1,1.26,NA,NA,NA,18.9,NA,NA,43.9,NA
"1198","Landsort",58.6936,18.0043,"2003-11-12",3579449,"3852",1741339,"OC-CB","lipid weight",32.4,NA,31.2,NA,69.9,NA,75.7,NA,NA,NA,NA,NA,22.4,4.7,7,NA,"B-BIO",NA,5,NA,22.3,3.61,NA,NA,NA,18,NA,NA,37.9,NA
