"taxa_group","latin_name","common_name","helcom_category","helcom_category_numeric","basin","presence"
"invert","Kurtiella bidentata",NA,"LC",0,"Bornholm Basin",0
"invert","Kurtiella bidentata",NA,"LC",0,"Eastern Gotland Basin",0
"invert","Kurtiella bidentata",NA,"LC",0,"Western Gotland Basin",0
"invert","Kurtiella bidentata",NA,"LC",0,"Northern Baltic Proper",0
"invert","Kurtiella bidentata",NA,"LC",0,"Aland Sea",0
"invert","Kurtiella bidentata",NA,"LC",0,"Bothnian Sea",0
"invert","Kurtiella bidentata",NA,"LC",0,"The Quark",0
"invert","Kurtiella bidentata",NA,"LC",0,"Bothnian Bay",0
"invert","Kurtiella bidentata",NA,"LC",0,"Gulf of Finland",0
"invert","Kurtiella bidentata",NA,"LC",0,"Gulf of Gdansk",0
"invert","Kurtiella bidentata",NA,"LC",0,"Gulf of Riga",0
"invert","Kurtiella bidentata",NA,"LC",0,"Bay of Mecklenburg",0
"invert","Kurtiella bidentata",NA,"LC",0,"Kiel Bay",0
"invert","Kurtiella bidentata",NA,"LC",0,"Arkona Basin",0
"invert","Labidoplax buskii",NA,"LC",0,"Kattegat",1
"invert","Labidoplax buskii",NA,"LC",0,"The Sound",1
"invert","Labidoplax buskii",NA,"LC",0,"Great Belt",0
"invert","Labidoplax buskii",NA,"LC",0,"Kiel Bay",0
"invert","Labidoplax buskii",NA,"LC",0,"Bay of Mecklenburg",0
"invert","Labidoplax buskii",NA,"LC",0,"Arkona Basin",0
"invert","Labidoplax buskii",NA,"LC",0,"Bornholm Basin",0
"invert","Labidoplax buskii",NA,"LC",0,"Eastern Gotland Basin",0
"invert","Labidoplax buskii",NA,"LC",0,"Western Gotland Basin",0
"invert","Labidoplax buskii",NA,"LC",0,"Northern Baltic Proper",0
"invert","Labidoplax buskii",NA,"LC",0,"Aland Sea",0
"invert","Labidoplax buskii",NA,"LC",0,"Bothnian Sea",0
"invert","Labidoplax buskii",NA,"LC",0,"The Quark",0
"invert","Labidoplax buskii",NA,"LC",0,"Bothnian Bay",0
"invert","Labidoplax buskii",NA,"LC",0,"Gulf of Finland",0
"invert","Labidoplax buskii",NA,"LC",0,"Gulf of Gdansk",0
"invert","Labidoplax buskii",NA,"LC",0,"Gulf of Riga",0
"invert","Laccobius bipunctatus",NA,"LC",0,"Kattegat",0
"invert","Laccobius bipunctatus",NA,"LC",0,"The Sound",0
"invert","Laccobius bipunctatus",NA,"LC",0,"Great Belt",0
"invert","Laccobius bipunctatus",NA,"LC",0,"Kiel Bay",0
"invert","Laccobius bipunctatus",NA,"LC",0,"Bay of Mecklenburg",0
"invert","Laccobius bipunctatus",NA,"LC",0,"Arkona Basin",0
"invert","Laccobius bipunctatus",NA,"LC",0,"Bornholm Basin",0
"invert","Laccobius bipunctatus",NA,"LC",0,"Eastern Gotland Basin",0
"invert","Laccobius bipunctatus",NA,"LC",0,"Western Gotland Basin",0
"invert","Laccobius bipunctatus",NA,"LC",0,"Northern Baltic Proper",0
"invert","Laccobius bipunctatus",NA,"LC",0,"Aland Sea",0
"invert","Laccobius bipunctatus",NA,"LC",0,"Bothnian Sea",0
"invert","Laccobius bipunctatus",NA,"LC",0,"The Quark",0
"invert","Laccobius bipunctatus",NA,"LC",0,"Bothnian Bay",0
"invert","Laccobius bipunctatus",NA,"LC",0,"Gulf of Finland",0
"invert","Laccobius bipunctatus",NA,"LC",0,"Gulf of Gdansk",0
"invert","Laccobius bipunctatus",NA,"LC",0,"Gulf of Riga",0
"invert","Laccobius bipunctatus",NA,"LC",0,"Gulf of Gdansk",1
"invert","Laccobius decorus",NA,"LC",0,"Kattegat",0
"invert","Laccobius decorus",NA,"LC",0,"The Sound",0
"invert","Laccobius decorus",NA,"LC",0,"Great Belt",0
"invert","Laccobius decorus",NA,"LC",0,"Kiel Bay",0
"invert","Laccobius decorus",NA,"LC",0,"Bay of Mecklenburg",0
"invert","Laccobius decorus",NA,"LC",0,"Arkona Basin",0
"invert","Laccobius decorus",NA,"LC",0,"Bornholm Basin",0
"invert","Laccobius decorus",NA,"LC",0,"Eastern Gotland Basin",0
"invert","Laccobius decorus",NA,"LC",0,"Western Gotland Basin",0
"invert","Laccobius decorus",NA,"LC",0,"Northern Baltic Proper",0
"invert","Laccobius decorus",NA,"LC",0,"Aland Sea",0
"invert","Laccobius decorus",NA,"LC",0,"Bothnian Sea",0
"invert","Laccobius decorus",NA,"LC",0,"The Quark",0
"invert","Laccobius decorus",NA,"LC",0,"Bothnian Bay",0
"invert","Laccobius decorus",NA,"LC",0,"Gulf of Finland",1
"invert","Laccobius decorus",NA,"LC",0,"Gulf of Gdansk",0
"invert","Laccobius decorus",NA,"LC",0,"Gulf of Riga",0
"invert","Laccophilus hyalinus",NA,"LC",0,"Kattegat",0
"invert","Laccophilus hyalinus",NA,"LC",0,"The Sound",0
"invert","Laccophilus hyalinus",NA,"LC",0,"Great Belt",0
"invert","Laccophilus hyalinus",NA,"LC",0,"Kiel Bay",0
"invert","Laccophilus hyalinus",NA,"LC",0,"Bay of Mecklenburg",0
"invert","Laccophilus hyalinus",NA,"LC",0,"Arkona Basin",0
"invert","Laccophilus hyalinus",NA,"LC",0,"Bornholm Basin",0
"invert","Laccophilus hyalinus",NA,"LC",0,"Eastern Gotland Basin",0
"invert","Laccophilus hyalinus",NA,"LC",0,"Western Gotland Basin",0
"invert","Laccophilus hyalinus",NA,"LC",0,"Northern Baltic Proper",0
"invert","Laccophilus hyalinus",NA,"LC",0,"Aland Sea",0
"invert","Laccophilus hyalinus",NA,"LC",0,"Bothnian Sea",0
"invert","Laccophilus hyalinus",NA,"LC",0,"The Quark",0
"invert","Laccophilus hyalinus",NA,"LC",0,"Bothnian Bay",0
"invert","Laccophilus hyalinus",NA,"LC",0,"Gulf of Finland",0
"invert","Laccophilus hyalinus",NA,"LC",0,"Gulf of Gdansk",0
"invert","Laccophilus hyalinus",NA,"LC",0,"Gulf of Riga",0
"invert","Laccophilus hyalinus",NA,"LC",0,"Gulf of Gdansk",1
"invert","Lacuna pallidula",NA,"LC",0,"Kattegat",1
"invert","Lacuna pallidula",NA,"LC",0,"The Sound",1
"invert","Lacuna pallidula",NA,"LC",0,"Great Belt",1
"invert","Lacuna pallidula",NA,"LC",0,"Great Belt",0
"invert","Lacuna pallidula",NA,"LC",0,"Kiel Bay",1
"invert","Lacuna pallidula",NA,"LC",0,"Bay of Mecklenburg",1
"invert","Lacuna pallidula",NA,"LC",0,"Arkona Basin",0
"invert","Lacuna pallidula",NA,"LC",0,"Bornholm Basin",0
"invert","Lacuna pallidula",NA,"LC",0,"Eastern Gotland Basin",0
"invert","Lacuna pallidula",NA,"LC",0,"Western Gotland Basin",0
"invert","Lacuna pallidula",NA,"LC",0,"Northern Baltic Proper",0
"invert","Lacuna pallidula",NA,"LC",0,"Aland Sea",0
"invert","Lacuna pallidula",NA,"LC",0,"Bothnian Sea",0
"invert","Lacuna pallidula",NA,"LC",0,"The Quark",0
"invert","Lacuna pallidula",NA,"LC",0,"Bothnian Bay",0
"invert","Lacuna pallidula",NA,"LC",0,"Gulf of Finland",0
"invert","Lacuna pallidula",NA,"LC",0,"Gulf of Gdansk",0
"invert","Lacuna pallidula",NA,"LC",0,"Gulf of Riga",0
"invert","Lacuna pallidula",NA,"LC",0,"Bay of Mecklenburg",0
"invert","Lacuna pallidula",NA,"LC",0,"Kiel Bay",0
"invert","Lacuna parva",NA,"LC",0,"Kattegat",0
"invert","Lacuna parva",NA,"LC",0,"The Sound",0
"invert","Lacuna parva",NA,"LC",0,"Great Belt",1
"invert","Lacuna parva",NA,"LC",0,"Great Belt",0
"invert","Lacuna parva",NA,"LC",0,"Kiel Bay",1
"invert","Lacuna parva",NA,"LC",0,"Bay of Mecklenburg",1
"invert","Lacuna parva",NA,"LC",0,"Arkona Basin",0
"invert","Lacuna parva",NA,"LC",0,"Bornholm Basin",0
"invert","Lacuna parva",NA,"LC",0,"Eastern Gotland Basin",0
"invert","Lacuna parva",NA,"LC",0,"Western Gotland Basin",0
"invert","Lacuna parva",NA,"LC",0,"Northern Baltic Proper",0
"invert","Lacuna parva",NA,"LC",0,"Aland Sea",0
"invert","Lacuna parva",NA,"LC",0,"Bothnian Sea",0
"invert","Lacuna parva",NA,"LC",0,"The Quark",0
"invert","Lacuna parva",NA,"LC",0,"Bothnian Bay",0
"invert","Lacuna parva",NA,"LC",0,"Gulf of Finland",0
"invert","Lacuna parva",NA,"LC",0,"Gulf of Gdansk",0
"invert","Lacuna parva",NA,"LC",0,"Gulf of Riga",0
"invert","Lacuna parva",NA,"LC",0,"Bay of Mecklenburg",0
"invert","Lacuna parva",NA,"LC",0,"Kiel Bay",0
"invert","Lacuna vincta",NA,"LC",0,"Kattegat",1
"invert","Lacuna vincta",NA,"LC",0,"The Sound",1
"invert","Lacuna vincta",NA,"LC",0,"Great Belt",1
"invert","Lacuna vincta",NA,"LC",0,"Kiel Bay",1
"invert","Lacuna vincta",NA,"LC",0,"Bay of Mecklenburg",1
"invert","Lacuna vincta",NA,"LC",0,"Arkona Basin",1
"invert","Lacuna vincta",NA,"LC",0,"Bornholm Basin",0
"invert","Lacuna vincta",NA,"LC",0,"Eastern Gotland Basin",0
"invert","Lacuna vincta",NA,"LC",0,"Western Gotland Basin",0
"invert","Lacuna vincta",NA,"LC",0,"Northern Baltic Proper",0
"invert","Lacuna vincta",NA,"LC",0,"Aland Sea",0
"invert","Lacuna vincta",NA,"LC",0,"Bothnian Sea",0
"invert","Lacuna vincta",NA,"LC",0,"The Quark",0
"invert","Lacuna vincta",NA,"LC",0,"Bothnian Bay",0
"invert","Lacuna vincta",NA,"LC",0,"Gulf of Finland",0
"invert","Lacuna vincta",NA,"LC",0,"Gulf of Gdansk",0
"invert","Lacuna vincta",NA,"LC",0,"Gulf of Riga",0
"invert","Lacuna vincta",NA,"LC",0,"Bay of Mecklenburg",0
"invert","Lacuna vincta",NA,"LC",0,"Arkona Basin",0
"invert","Laevicardium crassum",NA,"LC",0,"Kattegat",1
"invert","Laevicardium crassum",NA,"LC",0,"The Sound",0
"invert","Laevicardium crassum",NA,"LC",0,"Great Belt",0
"invert","Laevicardium crassum",NA,"LC",0,"Kiel Bay",0
"invert","Laevicardium crassum",NA,"LC",0,"Bay of Mecklenburg",0
"invert","Laevicardium crassum",NA,"LC",0,"Arkona Basin",0
"invert","Laevicardium crassum",NA,"LC",0,"Bornholm Basin",0
"invert","Laevicardium crassum",NA,"LC",0,"Eastern Gotland Basin",0
"invert","Laevicardium crassum",NA,"LC",0,"Western Gotland Basin",0
"invert","Laevicardium crassum",NA,"LC",0,"Northern Baltic Proper",0
"invert","Laevicardium crassum",NA,"LC",0,"Aland Sea",0
"invert","Laevicardium crassum",NA,"LC",0,"Bothnian Sea",0
"invert","Laevicardium crassum",NA,"LC",0,"The Quark",0
"invert","Laevicardium crassum",NA,"LC",0,"Bothnian Bay",0
"invert","Laevicardium crassum",NA,"LC",0,"Gulf of Finland",0
"invert","Laevicardium crassum",NA,"LC",0,"Gulf of Gdansk",0
"invert","Laevicardium crassum",NA,"LC",0,"Gulf of Riga",0
"invert","Lagis koreni",NA,"LC",0,"Kattegat",1
"invert","Lagis koreni",NA,"LC",0,"The Sound",1
"invert","Lagis koreni",NA,"LC",0,"Great Belt",1
"invert","Lagis koreni",NA,"LC",0,"Kiel Bay",1
"invert","Lagis koreni",NA,"LC",0,"Bay of Mecklenburg",1
"invert","Lagis koreni",NA,"LC",0,"Arkona Basin",1
"invert","Lagis koreni",NA,"LC",0,"Bornholm Basin",0
"invert","Lagis koreni",NA,"LC",0,"Eastern Gotland Basin",0
"invert","Lagis koreni",NA,"LC",0,"Western Gotland Basin",0
"invert","Lagis koreni",NA,"LC",0,"Northern Baltic Proper",0
"invert","Lagis koreni",NA,"LC",0,"Aland Sea",0
"invert","Lagis koreni",NA,"LC",0,"Bothnian Sea",0
"invert","Lagis koreni",NA,"LC",0,"The Quark",0
"invert","Lagis koreni",NA,"LC",0,"Bothnian Bay",0
"invert","Lagis koreni",NA,"LC",0,"Gulf of Finland",0
"invert","Lagis koreni",NA,"LC",0,"Gulf of Gdansk",0
"invert","Lagis koreni",NA,"LC",0,"Gulf of Riga",0
"invert","Lagis koreni",NA,"LC",0,"Bay of Mecklenburg",0
"invert","Lagis koreni",NA,"LC",0,"Arkona Basin",0
"invert","Lamellaria perspicua",NA,"LC",0,"Kattegat",1
"invert","Lamellaria perspicua",NA,"LC",0,"The Sound",0
"invert","Lamellaria perspicua",NA,"LC",0,"Great Belt",0
"invert","Lamellaria perspicua",NA,"LC",0,"Kiel Bay",0
"invert","Lamellaria perspicua",NA,"LC",0,"Bay of Mecklenburg",0
"invert","Lamellaria perspicua",NA,"LC",0,"Arkona Basin",0
"invert","Lamellaria perspicua",NA,"LC",0,"Bornholm Basin",0
"invert","Lamellaria perspicua",NA,"LC",0,"Eastern Gotland Basin",0
"invert","Lamellaria perspicua",NA,"LC",0,"Western Gotland Basin",0
"invert","Lamellaria perspicua",NA,"LC",0,"Northern Baltic Proper",0
"invert","Lamellaria perspicua",NA,"LC",0,"Aland Sea",0
"invert","Lamellaria perspicua",NA,"LC",0,"Bothnian Sea",0
"invert","Lamellaria perspicua",NA,"LC",0,"The Quark",0
"invert","Lamellaria perspicua",NA,"LC",0,"Bothnian Bay",0
"invert","Lamellaria perspicua",NA,"LC",0,"Gulf of Finland",0
"invert","Lamellaria perspicua",NA,"LC",0,"Gulf of Gdansk",0
"invert","Lamellaria perspicua",NA,"LC",0,"Gulf of Riga",0
"invert","Lamprops fasciatus",NA,"LC",0,"Kattegat",0
"invert","Lamprops fasciatus",NA,"LC",0,"The Sound",1
"invert","Lamprops fasciatus",NA,"LC",0,"Great Belt",0
"invert","Lamprops fasciatus",NA,"LC",0,"Kiel Bay",1
"invert","Lamprops fasciatus",NA,"LC",0,"Bay of Mecklenburg",0
"invert","Lamprops fasciatus",NA,"LC",0,"Arkona Basin",0
"invert","Lamprops fasciatus",NA,"LC",0,"Bornholm Basin",0
"invert","Lamprops fasciatus",NA,"LC",0,"Eastern Gotland Basin",0
"invert","Lamprops fasciatus",NA,"LC",0,"Western Gotland Basin",0
"invert","Lamprops fasciatus",NA,"LC",0,"Northern Baltic Proper",0
"invert","Lamprops fasciatus",NA,"LC",0,"Aland Sea",0
"invert","Lamprops fasciatus",NA,"LC",0,"Bothnian Sea",0
"invert","Lamprops fasciatus",NA,"LC",0,"The Quark",0
"invert","Lamprops fasciatus",NA,"LC",0,"Bothnian Bay",0
"invert","Lamprops fasciatus",NA,"LC",0,"Gulf of Finland",0
"invert","Lamprops fasciatus",NA,"LC",0,"Gulf of Gdansk",0
"invert","Lamprops fasciatus",NA,"LC",0,"Gulf of Riga",0
"invert","Lamprops fasciatus",NA,"LC",0,"Kiel Bay",0
"invert","Lanassa venusta",NA,"LC",0,"Kattegat",1
"invert","Lanassa venusta",NA,"LC",0,"The Sound",1
"invert","Lanassa venusta",NA,"LC",0,"Great Belt",0
"invert","Lanassa venusta",NA,"LC",0,"Great Belt",1
"invert","Lanassa venusta",NA,"LC",0,"Kiel Bay",0
"invert","Lanassa venusta",NA,"LC",0,"Bay of Mecklenburg",0
"invert","Lanassa venusta",NA,"LC",0,"Arkona Basin",0
"invert","Lanassa venusta",NA,"LC",0,"Bornholm Basin",0
"invert","Lanassa venusta",NA,"LC",0,"Eastern Gotland Basin",0
"invert","Lanassa venusta",NA,"LC",0,"Western Gotland Basin",0
"invert","Lanassa venusta",NA,"LC",0,"Northern Baltic Proper",0
"invert","Lanassa venusta",NA,"LC",0,"Aland Sea",0
"invert","Lanassa venusta",NA,"LC",0,"Bothnian Sea",0
"invert","Lanassa venusta",NA,"LC",0,"The Quark",0
"invert","Lanassa venusta",NA,"LC",0,"Bothnian Bay",0
"invert","Lanassa venusta",NA,"LC",0,"Gulf of Finland",0
"invert","Lanassa venusta",NA,"LC",0,"Gulf of Gdansk",0
"invert","Lanassa venusta",NA,"LC",0,"Gulf of Riga",0
"invert","Lanice conchilega",NA,"LC",0,"Kattegat",1
"invert","Lanice conchilega",NA,"LC",0,"The Sound",1
"invert","Lanice conchilega",NA,"LC",0,"Great Belt",1
"invert","Lanice conchilega",NA,"LC",0,"Kiel Bay",1
"invert","Lanice conchilega",NA,"LC",0,"Bay of Mecklenburg",1
"invert","Lanice conchilega",NA,"LC",0,"Arkona Basin",0
"invert","Lanice conchilega",NA,"LC",0,"Bornholm Basin",0
"invert","Lanice conchilega",NA,"LC",0,"Eastern Gotland Basin",0
"invert","Lanice conchilega",NA,"LC",0,"Western Gotland Basin",0
"invert","Lanice conchilega",NA,"LC",0,"Northern Baltic Proper",0
"invert","Lanice conchilega",NA,"LC",0,"Aland Sea",0
"invert","Lanice conchilega",NA,"LC",0,"Bothnian Sea",0
"invert","Lanice conchilega",NA,"LC",0,"The Quark",0
"invert","Lanice conchilega",NA,"LC",0,"Bothnian Bay",0
"invert","Lanice conchilega",NA,"LC",0,"Gulf of Finland",0
"invert","Lanice conchilega",NA,"LC",0,"Gulf of Gdansk",0
"invert","Lanice conchilega",NA,"LC",0,"Gulf of Riga",0
"invert","Lanice conchilega",NA,"LC",0,"Bay of Mecklenburg",0
"invert","Lanice conchilega",NA,"LC",0,"Kiel Bay",0
"invert","Lanice conchilega",NA,"LC",0,"Great Belt",0
"invert","Laomedea flexuosa",NA,"LC",0,"Kattegat",0
"invert","Laomedea flexuosa",NA,"LC",0,"The Sound",1
"invert","Laomedea flexuosa",NA,"LC",0,"Great Belt",0
"invert","Laomedea flexuosa",NA,"LC",0,"Kiel Bay",0
"invert","Laomedea flexuosa",NA,"LC",0,"Bay of Mecklenburg",1
"invert","Laomedea flexuosa",NA,"LC",0,"Arkona Basin",1
"invert","Laomedea flexuosa",NA,"LC",0,"Bornholm Basin",1
"invert","Laomedea flexuosa",NA,"LC",0,"Eastern Gotland Basin",1
"invert","Laomedea flexuosa",NA,"LC",0,"Western Gotland Basin",0
"invert","Laomedea flexuosa",NA,"LC",0,"Northern Baltic Proper",1
"invert","Laomedea flexuosa",NA,"LC",0,"Aland Sea",0
"invert","Laomedea flexuosa",NA,"LC",0,"Bothnian Sea",0
"invert","Laomedea flexuosa",NA,"LC",0,"The Quark",0
"invert","Laomedea flexuosa",NA,"LC",0,"Bothnian Bay",0
"invert","Laomedea flexuosa",NA,"LC",0,"Gulf of Finland",1
"invert","Laomedea flexuosa",NA,"LC",0,"Gulf of Gdansk",0
"invert","Laomedea flexuosa",NA,"LC",0,"Gulf of Riga",1
"invert","Laomedea flexuosa",NA,"LC",0,"Kiel Bay",1
"invert","Laomedea flexuosa",NA,"LC",0,"Bornholm Basin",0
"invert","Laomedea flexuosa",NA,"LC",0,"Bay of Mecklenburg",0
"invert","Laonome kroeyeri",NA,"LC",0,"Kattegat",1
"invert","Laonome kroeyeri",NA,"LC",0,"The Sound",1
"invert","Laonome kroeyeri",NA,"LC",0,"Great Belt",1
"invert","Laonome kroeyeri",NA,"LC",0,"Kiel Bay",1
"invert","Laonome kroeyeri",NA,"LC",0,"Bay of Mecklenburg",1
"invert","Laonome kroeyeri",NA,"LC",0,"Arkona Basin",1
"invert","Laonome kroeyeri",NA,"LC",0,"Bornholm Basin",0
"invert","Laonome kroeyeri",NA,"LC",0,"Eastern Gotland Basin",0
"invert","Laonome kroeyeri",NA,"LC",0,"Western Gotland Basin",0
"invert","Laonome kroeyeri",NA,"LC",0,"Northern Baltic Proper",0
"invert","Laonome kroeyeri",NA,"LC",0,"Aland Sea",0
"invert","Laonome kroeyeri",NA,"LC",0,"Bothnian Sea",0
"invert","Laonome kroeyeri",NA,"LC",0,"The Quark",0
"invert","Laonome kroeyeri",NA,"LC",0,"Bothnian Bay",0
"invert","Laonome kroeyeri",NA,"LC",0,"Gulf of Finland",0
"invert","Laonome kroeyeri",NA,"LC",0,"Gulf of Gdansk",0
"invert","Laonome kroeyeri",NA,"LC",0,"Gulf of Riga",0
"invert","Laonome kroeyeri",NA,"LC",0,"Bay of Mecklenburg",0
"invert","Laonome kroeyeri",NA,"LC",0,"Kiel Bay",0
"invert","Laonome kroeyeri",NA,"LC",0,"Arkona Basin",0
"invert","Leanira hystricis",NA,"LC",0,"Kattegat",1
"invert","Leanira hystricis",NA,"LC",0,"The Sound",0
"invert","Leanira hystricis",NA,"LC",0,"Great Belt",0
"invert","Leanira hystricis",NA,"LC",0,"Kiel Bay",0
"invert","Leanira hystricis",NA,"LC",0,"Bay of Mecklenburg",0
"invert","Leanira hystricis",NA,"LC",0,"Arkona Basin",0
"invert","Leanira hystricis",NA,"LC",0,"Bornholm Basin",0
"invert","Leanira hystricis",NA,"LC",0,"Eastern Gotland Basin",0
"invert","Leanira hystricis",NA,"LC",0,"Western Gotland Basin",0
"invert","Leanira hystricis",NA,"LC",0,"Northern Baltic Proper",0
"invert","Leanira hystricis",NA,"LC",0,"Aland Sea",0
"invert","Leanira hystricis",NA,"LC",0,"Bothnian Sea",0
"invert","Leanira hystricis",NA,"LC",0,"The Quark",0
"invert","Leanira hystricis",NA,"LC",0,"Bothnian Bay",0
"invert","Leanira hystricis",NA,"LC",0,"Gulf of Finland",0
"invert","Leanira hystricis",NA,"LC",0,"Gulf of Gdansk",0
"invert","Leanira hystricis",NA,"LC",0,"Gulf of Riga",0
"invert","Lekanesphaera hookeri",NA,"LC",0,"Kattegat",1
"invert","Lekanesphaera hookeri",NA,"LC",0,"The Sound",1
"invert","Lekanesphaera hookeri",NA,"LC",0,"Great Belt",1
"invert","Lekanesphaera hookeri",NA,"LC",0,"Kiel Bay",0
"invert","Lekanesphaera hookeri",NA,"LC",0,"Bay of Mecklenburg",1
"invert","Lekanesphaera hookeri",NA,"LC",0,"Arkona Basin",1
"invert","Lekanesphaera hookeri",NA,"LC",0,"Bornholm Basin",1
"invert","Lekanesphaera hookeri",NA,"LC",0,"Eastern Gotland Basin",1
"invert","Lekanesphaera hookeri",NA,"LC",0,"Western Gotland Basin",1
"invert","Lekanesphaera hookeri",NA,"LC",0,"Northern Baltic Proper",0
"invert","Lekanesphaera hookeri",NA,"LC",0,"Aland Sea",0
"invert","Lekanesphaera hookeri",NA,"LC",0,"Bothnian Sea",0
"invert","Lekanesphaera hookeri",NA,"LC",0,"The Quark",0
"invert","Lekanesphaera hookeri",NA,"LC",0,"Bothnian Bay",0
"invert","Lekanesphaera hookeri",NA,"LC",0,"Gulf of Finland",0
"invert","Lekanesphaera hookeri",NA,"LC",0,"Gulf of Gdansk",1
"invert","Lekanesphaera hookeri",NA,"LC",0,"Gulf of Riga",0
"invert","Lekanesphaera hookeri",NA,"LC",0,"Kiel Bay",1
"invert","Lekanesphaera hookeri",NA,"LC",0,"Great Belt",0
"invert","Lekanesphaera hookeri",NA,"LC",0,"Gulf of Gdansk",0
"invert","Lembos websteri",NA,"LC",0,"Kattegat",1
"invert","Lembos websteri",NA,"LC",0,"The Sound",0
"invert","Lembos websteri",NA,"LC",0,"Great Belt",0
"invert","Lembos websteri",NA,"LC",0,"Kiel Bay",0
"invert","Lembos websteri",NA,"LC",0,"Bay of Mecklenburg",0
"invert","Lembos websteri",NA,"LC",0,"Arkona Basin",0
"invert","Lembos websteri",NA,"LC",0,"Bornholm Basin",0
"invert","Lembos websteri",NA,"LC",0,"Eastern Gotland Basin",0
"invert","Lembos websteri",NA,"LC",0,"Western Gotland Basin",0
"invert","Lembos websteri",NA,"LC",0,"Northern Baltic Proper",0
"invert","Lembos websteri",NA,"LC",0,"Aland Sea",0
"invert","Lembos websteri",NA,"LC",0,"Bothnian Sea",0
"invert","Lembos websteri",NA,"LC",0,"The Quark",0
"invert","Lembos websteri",NA,"LC",0,"Bothnian Bay",0
"invert","Lembos websteri",NA,"LC",0,"Gulf of Finland",0
"invert","Lembos websteri",NA,"LC",0,"Gulf of Gdansk",0
"invert","Lembos websteri",NA,"LC",0,"Gulf of Riga",0
"invert","Lepeta caeca",NA,"LC",0,"Kattegat",1
"invert","Lepeta caeca",NA,"LC",0,"The Sound",1
"invert","Lepeta caeca",NA,"LC",0,"Great Belt",0
"invert","Lepeta caeca",NA,"LC",0,"Kiel Bay",0
"invert","Lepeta caeca",NA,"LC",0,"Bay of Mecklenburg",0
"invert","Lepeta caeca",NA,"LC",0,"Arkona Basin",0
"invert","Lepeta caeca",NA,"LC",0,"Bornholm Basin",0
"invert","Lepeta caeca",NA,"LC",0,"Eastern Gotland Basin",0
"invert","Lepeta caeca",NA,"LC",0,"Western Gotland Basin",0
"invert","Lepeta caeca",NA,"LC",0,"Northern Baltic Proper",0
"invert","Lepeta caeca",NA,"LC",0,"Aland Sea",0
"invert","Lepeta caeca",NA,"LC",0,"Bothnian Sea",0
"invert","Lepeta caeca",NA,"LC",0,"The Quark",0
"invert","Lepeta caeca",NA,"LC",0,"Bothnian Bay",0
"invert","Lepeta caeca",NA,"LC",0,"Gulf of Finland",0
"invert","Lepeta caeca",NA,"LC",0,"Gulf of Gdansk",0
"invert","Lepeta caeca",NA,"LC",0,"Gulf of Riga",0
"invert","Lepidochitona (Lepidochitona) cinerea",NA,"LC",0,"Kattegat",1
"invert","Lepidochitona (Lepidochitona) cinerea",NA,"LC",0,"The Sound",1
"invert","Lepidochitona (Lepidochitona) cinerea",NA,"LC",0,"Great Belt",1
"invert","Lepidochitona (Lepidochitona) cinerea",NA,"LC",0,"Kiel Bay",1
"invert","Lepidochitona (Lepidochitona) cinerea",NA,"LC",0,"Bay of Mecklenburg",0
"invert","Lepidochitona (Lepidochitona) cinerea",NA,"LC",0,"Arkona Basin",0
"invert","Lepidochitona (Lepidochitona) cinerea",NA,"LC",0,"Bornholm Basin",0
"invert","Lepidochitona (Lepidochitona) cinerea",NA,"LC",0,"Eastern Gotland Basin",0
"invert","Lepidochitona (Lepidochitona) cinerea",NA,"LC",0,"Western Gotland Basin",0
"invert","Lepidochitona (Lepidochitona) cinerea",NA,"LC",0,"Northern Baltic Proper",0
"invert","Lepidochitona (Lepidochitona) cinerea",NA,"LC",0,"Aland Sea",0
"invert","Lepidochitona (Lepidochitona) cinerea",NA,"LC",0,"Bothnian Sea",0
"invert","Lepidochitona (Lepidochitona) cinerea",NA,"LC",0,"The Quark",0
"invert","Lepidochitona (Lepidochitona) cinerea",NA,"LC",0,"Bothnian Bay",0
"invert","Lepidochitona (Lepidochitona) cinerea",NA,"LC",0,"Gulf of Finland",0
"invert","Lepidochitona (Lepidochitona) cinerea",NA,"LC",0,"Gulf of Gdansk",0
"invert","Lepidochitona (Lepidochitona) cinerea",NA,"LC",0,"Gulf of Riga",0
"invert","Lepidochitona (Lepidochitona) cinerea",NA,"LC",0,"Kiel Bay",0
"invert","Lepidonotus squamatus",NA,"LC",0,"Kattegat",1
"invert","Lepidonotus squamatus",NA,"LC",0,"The Sound",1
"invert","Lepidonotus squamatus",NA,"LC",0,"Great Belt",1
"invert","Lepidonotus squamatus",NA,"LC",0,"Kiel Bay",1
"invert","Lepidonotus squamatus",NA,"LC",0,"Bay of Mecklenburg",1
"invert","Lepidonotus squamatus",NA,"LC",0,"Arkona Basin",1
"invert","Lepidonotus squamatus",NA,"LC",0,"Bornholm Basin",0
"invert","Lepidonotus squamatus",NA,"LC",0,"Eastern Gotland Basin",0
"invert","Lepidonotus squamatus",NA,"LC",0,"Western Gotland Basin",0
"invert","Lepidonotus squamatus",NA,"LC",0,"Northern Baltic Proper",0
"invert","Lepidonotus squamatus",NA,"LC",0,"Aland Sea",0
"invert","Lepidonotus squamatus",NA,"LC",0,"Bothnian Sea",0
"invert","Lepidonotus squamatus",NA,"LC",0,"The Quark",0
"invert","Lepidonotus squamatus",NA,"LC",0,"Bothnian Bay",0
"invert","Lepidonotus squamatus",NA,"LC",0,"Gulf of Finland",0
