"ID","Country","Station_Name","Group_Name","Latitude","Longitude","Minimum_Year","Maximum_Year","Sampling_Depth","Organisation","MSTAT","WLTYP","Description","Other_area","Purpose_spatial","Purpose_temporal","Contaminant_parameters_in_biota","impact_RH","impact_B","impact_I","Station_Name2"
179160,"United Kingdom","MorayF_BanffAndMacduff_fi","","57.69993","-2.51959",1980,NA,"","OSPAR","","C","Moray Firth: Banff and Macduff","",TRUE,FALSE,TRUE,NA,NA,NA,"morayf_banffandmacduff_fi"
179161,"United Kingdom","MorayF_BanffAndMacduff_se","","57.69993","-2.51959",1980,NA,"","OSPAR","","C","Moray Firth: Banff and Macduff","",TRUE,FALSE,FALSE,NA,NA,NA,"morayf_banffandmacduff_se"
179162,"United Kingdom","MorayF_BanffAndMacduff_sh","","57.69993","-2.51959",1980,NA,"","OSPAR","","C","Moray Firth: Banff and Macduff","",TRUE,FALSE,TRUE,NA,NA,NA,"morayf_banffandmacduff_sh"
179163,"United Kingdom","MorayF_BanffAndMacduff_wa","","57.69993","-2.51959",1980,NA,"","OSPAR","","C","Moray Firth: Banff and Macduff","",TRUE,FALSE,FALSE,NA,NA,NA,"morayf_banffandmacduff_wa"
179164,"United Kingdom","MorayF_BeaulyFirth_fi","","57.49505","-4.33524",1980,NA,"","OSPAR","","TT","Moray Firth: Beauly Firth","",TRUE,FALSE,TRUE,NA,NA,NA,"morayf_beaulyfirth_fi"
179165,"United Kingdom","MorayF_BeaulyFirth_se","","57.49505","-4.33524",1980,NA,"","OSPAR","","TT","Moray Firth: Beauly Firth","",TRUE,FALSE,FALSE,NA,NA,NA,"morayf_beaulyfirth_se"
179166,"United Kingdom","MorayF_BeaulyFirth_sh","","57.49505","-4.33524",1980,NA,"","OSPAR","","TT","Moray Firth: Beauly Firth","",TRUE,FALSE,TRUE,NA,NA,NA,"morayf_beaulyfirth_sh"
179167,"United Kingdom","MorayF_BeaulyFirth_wa","","57.49505","-4.33524",1980,NA,"","OSPAR","","TT","Moray Firth: Beauly Firth","",TRUE,FALSE,FALSE,NA,NA,NA,"morayf_beaulyfirth_wa"
179168,"United Kingdom","MorayF_BroraHiltonCadboll_fi","","57.88797","-3.85168",1980,NA,"","OSPAR","","C","Moray Firth: Brora to Hilton of Cadboll","",TRUE,FALSE,TRUE,NA,NA,NA,"morayf_brorahiltoncadboll_fi"
179169,"United Kingdom","MorayF_BroraHiltonCadboll_se","","57.88797","-3.85168",1980,NA,"","OSPAR","","C","Moray Firth: Brora to Hilton of Cadboll","",TRUE,FALSE,FALSE,NA,NA,NA,"morayf_brorahiltoncadboll_se"
179170,"United Kingdom","MorayF_BroraHiltonCadboll_sh","","57.88797","-3.85168",1980,NA,"","OSPAR","","C","Moray Firth: Brora to Hilton of Cadboll","",TRUE,FALSE,TRUE,NA,NA,NA,"morayf_brorahiltoncadboll_sh"
179171,"United Kingdom","MorayF_BroraHiltonCadboll_wa","","57.88797","-3.85168",1980,NA,"","OSPAR","","C","Moray Firth: Brora to Hilton of Cadboll","",TRUE,FALSE,FALSE,NA,NA,NA,"morayf_brorahiltoncadboll_wa"
179172,"United Kingdom","MorayF_BurgheadLossiemth_fi","","57.74073","-3.3969",1980,NA,"","OSPAR","","C","Moray Firth: Burghead to Lossiemouth","",TRUE,FALSE,TRUE,NA,NA,NA,"morayf_burgheadlossiemth_fi"
179173,"United Kingdom","MorayF_BurgheadLossiemth_se","","57.74073","-3.3969",1980,NA,"","OSPAR","","C","Moray Firth: Burghead to Lossiemouth","",TRUE,FALSE,FALSE,NA,NA,NA,"morayf_burgheadlossiemth_se"
179174,"United Kingdom","MorayF_BurgheadLossiemth_sh","","57.74073","-3.3969",1980,NA,"","OSPAR","","C","Moray Firth: Burghead to Lossiemouth","",TRUE,FALSE,TRUE,NA,NA,NA,"morayf_burgheadlossiemth_sh"
179175,"United Kingdom","MorayF_BurgheadLossiemth_wa","","57.74073","-3.3969",1980,NA,"","OSPAR","","C","Moray Firth: Burghead to Lossiemouth","",TRUE,FALSE,FALSE,NA,NA,NA,"morayf_burgheadlossiemth_wa"
179176,"United Kingdom","MorayF_DeveronEstuary_fi","","57.65963","-2.5131",1980,NA,"","OSPAR","","TT","Moray Firth: Deveron Estuary","",TRUE,FALSE,TRUE,NA,NA,NA,"morayf_deveronestuary_fi"
179177,"United Kingdom","MorayF_DeveronEstuary_se","","57.65963","-2.5131",1980,NA,"","OSPAR","","TT","Moray Firth: Deveron Estuary","",TRUE,FALSE,FALSE,NA,NA,NA,"morayf_deveronestuary_se"
179178,"United Kingdom","MorayF_DeveronEstuary_sh","","57.65963","-2.5131",1980,NA,"","OSPAR","","TT","Moray Firth: Deveron Estuary","",TRUE,FALSE,TRUE,NA,NA,NA,"morayf_deveronestuary_sh"
179179,"United Kingdom","MorayF_DeveronEstuary_wa","","57.65963","-2.5131",1980,NA,"","OSPAR","","TT","Moray Firth: Deveron Estuary","",TRUE,FALSE,FALSE,NA,NA,NA,"morayf_deveronestuary_wa"
179180,"United Kingdom","MorayF_DornochFirth_fi","","57.84543","-4.06784",1980,NA,"","OSPAR","","TT","Moray Firth: Dornoch Firth","",TRUE,FALSE,TRUE,NA,NA,NA,"morayf_dornochfirth_fi"
179181,"United Kingdom","MorayF_DornochFirth_se","","57.84543","-4.06784",1980,NA,"","OSPAR","","TT","Moray Firth: Dornoch Firth","",TRUE,FALSE,FALSE,NA,NA,NA,"morayf_dornochfirth_se"
179182,"United Kingdom","MorayF_DornochFirth_sh","","57.84543","-4.06784",1980,NA,"","OSPAR","","TT","Moray Firth: Dornoch Firth","",TRUE,FALSE,TRUE,NA,NA,NA,"morayf_dornochfirth_sh"
179183,"United Kingdom","MorayF_DornochFirth_wa","","57.84543","-4.06784",1980,NA,"","OSPAR","","TT","Moray Firth: Dornoch Firth","",TRUE,FALSE,FALSE,NA,NA,NA,"morayf_dornochfirth_wa"
179184,"United Kingdom","MorayF_DuncansbyHead_fi","","58.57949","-2.98788",1980,NA,"","OSPAR","","C","Moray Firth: Duncansby Head to Noss Head","",TRUE,FALSE,TRUE,NA,NA,NA,"morayf_duncansbyhead_fi"
179185,"United Kingdom","MorayF_DuncansbyHead_se","","58.57949","-2.98788",1980,NA,"","OSPAR","","C","Moray Firth: Duncansby Head to Noss Head","",TRUE,FALSE,FALSE,NA,NA,NA,"morayf_duncansbyhead_se"
179186,"United Kingdom","MorayF_DuncansbyHead_sh","","58.57949","-2.98788",1980,NA,"","OSPAR","","C","Moray Firth: Duncansby Head to Noss Head","",TRUE,FALSE,TRUE,NA,NA,NA,"morayf_duncansbyhead_sh"
179187,"United Kingdom","MorayF_DuncansbyHead_wa","","58.57949","-2.98788",1980,NA,"","OSPAR","","C","Moray Firth: Duncansby Head to Noss Head","",TRUE,FALSE,FALSE,NA,NA,NA,"morayf_duncansbyhead_wa"
179188,"United Kingdom","MorayF_FearnLodgeLagoon_fi","","57.8539","-4.29715",1980,NA,"","OSPAR","","T","Moray Firth: Fearn Lodge Lagoon. Dornoch Firth","",TRUE,FALSE,TRUE,NA,NA,NA,"morayf_fearnlodgelagoon_fi"
179189,"United Kingdom","MorayF_FearnLodgeLagoon_se","","57.8539","-4.29715",1980,NA,"","OSPAR","","T","Moray Firth: Fearn Lodge Lagoon. Dornoch Firth","",TRUE,FALSE,FALSE,NA,NA,NA,"morayf_fearnlodgelagoon_se"
179190,"United Kingdom","MorayF_FearnLodgeLagoon_sh","","57.8539","-4.29715",1980,NA,"","OSPAR","","T","Moray Firth: Fearn Lodge Lagoon. Dornoch Firth","",TRUE,FALSE,TRUE,NA,NA,NA,"morayf_fearnlodgelagoon_sh"
179191,"United Kingdom","MorayF_FearnLodgeLagoon_wa","","57.8539","-4.29715",1980,NA,"","OSPAR","","T","Moray Firth: Fearn Lodge Lagoon. Dornoch Firth","",TRUE,FALSE,FALSE,NA,NA,NA,"morayf_fearnlodgelagoon_wa"
179192,"United Kingdom","MorayF_FindhornBay_fi","","57.64423","-3.60947",1980,NA,"","OSPAR","","C","Moray Firth: Findhorn Bay","",TRUE,FALSE,TRUE,NA,NA,NA,"morayf_findhornbay_fi"
179193,"United Kingdom","MorayF_FindhornBay_se","","57.64423","-3.60947",1980,NA,"","OSPAR","","C","Moray Firth: Findhorn Bay","",TRUE,FALSE,FALSE,NA,NA,NA,"morayf_findhornbay_se"
179194,"United Kingdom","MorayF_FindhornBay_sh","","57.64423","-3.60947",1980,NA,"","OSPAR","","C","Moray Firth: Findhorn Bay","",TRUE,FALSE,TRUE,NA,NA,NA,"morayf_findhornbay_sh"
179195,"United Kingdom","MorayF_FindhornBay_wa","","57.64423","-3.60947",1980,NA,"","OSPAR","","C","Moray Firth: Findhorn Bay","",TRUE,FALSE,FALSE,NA,NA,NA,"morayf_findhornbay_wa"
179196,"United Kingdom","MorayF_FindochtyKnockHead_fi","","57.71942","-2.75697",1980,NA,"","OSPAR","","C","Moray Firth: Findochty to Knock Head","",TRUE,FALSE,TRUE,NA,NA,NA,"morayf_findochtyknockhead_fi"
179197,"United Kingdom","MorayF_FindochtyKnockHead_se","","57.71942","-2.75697",1980,NA,"","OSPAR","","C","Moray Firth: Findochty to Knock Head","",TRUE,FALSE,FALSE,NA,NA,NA,"morayf_findochtyknockhead_se"
179198,"United Kingdom","MorayF_FindochtyKnockHead_sh","","57.71942","-2.75697",1980,NA,"","OSPAR","","C","Moray Firth: Findochty to Knock Head","",TRUE,FALSE,TRUE,NA,NA,NA,"morayf_findochtyknockhead_sh"
179199,"United Kingdom","MorayF_FindochtyKnockHead_wa","","57.71942","-2.75697",1980,NA,"","OSPAR","","C","Moray Firth: Findochty to Knock Head","",TRUE,FALSE,FALSE,NA,NA,NA,"morayf_findochtyknockhead_wa"
179200,"United Kingdom","MorayF_HalberryHead_fi","","58.28257","-3.2088",1980,NA,"","OSPAR","","C","Moray Firth: Halberry Head to Achnacraig","",TRUE,FALSE,TRUE,NA,NA,NA,"morayf_halberryhead_fi"
179201,"United Kingdom","MorayF_HalberryHead_se","","58.28257","-3.2088",1980,NA,"","OSPAR","","C","Moray Firth: Halberry Head to Achnacraig","",TRUE,FALSE,FALSE,NA,NA,NA,"morayf_halberryhead_se"
179202,"United Kingdom","MorayF_HalberryHead_sh","","58.28257","-3.2088",1980,NA,"","OSPAR","","C","Moray Firth: Halberry Head to Achnacraig","",TRUE,FALSE,TRUE,NA,NA,NA,"morayf_halberryhead_sh"
179203,"United Kingdom","MorayF_HalberryHead_wa","","58.28257","-3.2088",1980,NA,"","OSPAR","","C","Moray Firth: Halberry Head to Achnacraig","",TRUE,FALSE,FALSE,NA,NA,NA,"morayf_halberryhead_wa"
179204,"United Kingdom","MorayF_HelmsdaleBrora_fi","","58.04536","-3.72928",1980,NA,"","OSPAR","","C","Moray Firth: Helmsdale to Brora","",TRUE,FALSE,TRUE,NA,NA,NA,"morayf_helmsdalebrora_fi"
179205,"United Kingdom","MorayF_HelmsdaleBrora_se","","58.04536","-3.72928",1980,NA,"","OSPAR","","C","Moray Firth: Helmsdale to Brora","",TRUE,FALSE,FALSE,NA,NA,NA,"morayf_helmsdalebrora_se"
179206,"United Kingdom","MorayF_HelmsdaleBrora_sh","","58.04536","-3.72928",1980,NA,"","OSPAR","","C","Moray Firth: Helmsdale to Brora","",TRUE,FALSE,TRUE,NA,NA,NA,"morayf_helmsdalebrora_sh"
179207,"United Kingdom","MorayF_HelmsdaleBrora_wa","","58.04536","-3.72928",1980,NA,"","OSPAR","","C","Moray Firth: Helmsdale to Brora","",TRUE,FALSE,FALSE,NA,NA,NA,"morayf_helmsdalebrora_wa"
179208,"United Kingdom","MorayF_HiltonOfCadboll_fi","","57.68605","-3.93544",1980,NA,"","OSPAR","","C","Moray Firth: Hilton of Cadboll to Whiteness Head","",TRUE,FALSE,TRUE,NA,NA,NA,"morayf_hiltonofcadboll_fi"
179209,"United Kingdom","MorayF_HiltonOfCadboll_se","","57.68605","-3.93544",1980,NA,"","OSPAR","","C","Moray Firth: Hilton of Cadboll to Whiteness Head","",TRUE,FALSE,FALSE,NA,NA,NA,"morayf_hiltonofcadboll_se"
179210,"United Kingdom","MorayF_HiltonOfCadboll_sh","","57.68605","-3.93544",1980,NA,"","OSPAR","","C","Moray Firth: Hilton of Cadboll to Whiteness Head","",TRUE,FALSE,TRUE,NA,NA,NA,"morayf_hiltonofcadboll_sh"
179211,"United Kingdom","MorayF_HiltonOfCadboll_wa","","57.68605","-3.93544",1980,NA,"","OSPAR","","C","Moray Firth: Hilton of Cadboll to Whiteness Head","",TRUE,FALSE,FALSE,NA,NA,NA,"morayf_hiltonofcadboll_wa"
179212,"United Kingdom","MorayF_InnerCromartyFirth_fi","","57.64547","-4.30579",1980,NA,"","OSPAR","","TT","Moray Firth: Inner Cromarty Firth","",TRUE,FALSE,TRUE,NA,NA,NA,"morayf_innercromartyfirth_fi"
179213,"United Kingdom","MorayF_InnerCromartyFirth_se","","57.64547","-4.30579",1980,NA,"","OSPAR","","TT","Moray Firth: Inner Cromarty Firth","",TRUE,FALSE,FALSE,NA,NA,NA,"morayf_innercromartyfirth_se"
179214,"United Kingdom","MorayF_InnerCromartyFirth_sh","","57.64547","-4.30579",1980,NA,"","OSPAR","","TT","Moray Firth: Inner Cromarty Firth","",TRUE,FALSE,TRUE,NA,NA,NA,"morayf_innercromartyfirth_sh"
179215,"United Kingdom","MorayF_InnerCromartyFirth_wa","","57.64547","-4.30579",1980,NA,"","OSPAR","","TT","Moray Firth: Inner Cromarty Firth","",TRUE,FALSE,FALSE,NA,NA,NA,"morayf_innercromartyfirth_wa"
179216,"United Kingdom","MorayF_LochFleeMainland_fi","","57.95657","-4.077",1980,NA,"","OSPAR","","C","Moray Firth: Loch Fleet. Mainland","",TRUE,FALSE,TRUE,NA,NA,NA,"morayf_lochfleemainland_fi"
179217,"United Kingdom","MorayF_LochFleeMainland_se","","57.95657","-4.077",1980,NA,"","OSPAR","","C","Moray Firth: Loch Fleet. Mainland","",TRUE,FALSE,FALSE,NA,NA,NA,"morayf_lochfleemainland_se"
179218,"United Kingdom","MorayF_LochFleeMainland_sh","","57.95657","-4.077",1980,NA,"","OSPAR","","C","Moray Firth: Loch Fleet. Mainland","",TRUE,FALSE,TRUE,NA,NA,NA,"morayf_lochfleemainland_sh"
179219,"United Kingdom","MorayF_LochFleeMainland_wa","","57.95657","-4.077",1980,NA,"","OSPAR","","C","Moray Firth: Loch Fleet. Mainland","",TRUE,FALSE,FALSE,NA,NA,NA,"morayf_lochfleemainland_wa"
179220,"United Kingdom","MorayF_LochFleet_fi","","57.94226","-4.04601",1980,NA,"","OSPAR","","C","Moray Firth: Loch Fleet","",TRUE,FALSE,TRUE,NA,NA,NA,"morayf_lochfleet_fi"
179221,"United Kingdom","MorayF_LochFleet_se","","57.94226","-4.04601",1980,NA,"","OSPAR","","C","Moray Firth: Loch Fleet","",TRUE,FALSE,FALSE,NA,NA,NA,"morayf_lochfleet_se"
179222,"United Kingdom","MorayF_LochFleet_sh","","57.94226","-4.04601",1980,NA,"","OSPAR","","C","Moray Firth: Loch Fleet","",TRUE,FALSE,TRUE,NA,NA,NA,"morayf_lochfleet_sh"
179223,"United Kingdom","MorayF_LochFleet_wa","","57.94226","-4.04601",1980,NA,"","OSPAR","","C","Moray Firth: Loch Fleet","",TRUE,FALSE,FALSE,NA,NA,NA,"morayf_lochfleet_wa"
179224,"United Kingdom","MorayF_LossieEstuary_fi","","57.71024","-3.26892",1980,NA,"","OSPAR","","TT","Moray Firth: Lossie Estuary","",TRUE,FALSE,TRUE,NA,NA,NA,"morayf_lossieestuary_fi"
179225,"United Kingdom","MorayF_LossieEstuary_se","","57.71024","-3.26892",1980,NA,"","OSPAR","","TT","Moray Firth: Lossie Estuary","",TRUE,FALSE,FALSE,NA,NA,NA,"morayf_lossieestuary_se"
179226,"United Kingdom","MorayF_LossieEstuary_sh","","57.71024","-3.26892",1980,NA,"","OSPAR","","TT","Moray Firth: Lossie Estuary","",TRUE,FALSE,TRUE,NA,NA,NA,"morayf_lossieestuary_sh"
179227,"United Kingdom","MorayF_LossieEstuary_wa","","57.71024","-3.26892",1980,NA,"","OSPAR","","TT","Moray Firth: Lossie Estuary","",TRUE,FALSE,FALSE,NA,NA,NA,"morayf_lossieestuary_wa"
179228,"United Kingdom","MorayF_Lossiemouth_fi","","57.71054","-3.13756",1980,NA,"","OSPAR","","C","Moray Firth: Lossiemouth to Portgordon","",TRUE,FALSE,TRUE,NA,NA,NA,"morayf_lossiemouth_fi"
179229,"United Kingdom","MorayF_Lossiemouth_se","","57.71054","-3.13756",1980,NA,"","OSPAR","","C","Moray Firth: Lossiemouth to Portgordon","",TRUE,FALSE,FALSE,NA,NA,NA,"morayf_lossiemouth_se"
179230,"United Kingdom","MorayF_Lossiemouth_sh","","57.71054","-3.13756",1980,NA,"","OSPAR","","C","Moray Firth: Lossiemouth to Portgordon","",TRUE,FALSE,TRUE,NA,NA,NA,"morayf_lossiemouth_sh"
179231,"United Kingdom","MorayF_Lossiemouth_wa","","57.71054","-3.13756",1980,NA,"","OSPAR","","C","Moray Firth: Lossiemouth to Portgordon","",TRUE,FALSE,FALSE,NA,NA,NA,"morayf_lossiemouth_wa"
179232,"United Kingdom","MorayF_MacduffRosehearty_fi","","57.70766","-2.29132",1980,NA,"","OSPAR","","C","Moray Firth: Macduff to Rosehearty","",TRUE,FALSE,TRUE,NA,NA,NA,"morayf_macduffrosehearty_fi"
179233,"United Kingdom","MorayF_MacduffRosehearty_se","","57.70766","-2.29132",1980,NA,"","OSPAR","","C","Moray Firth: Macduff to Rosehearty","",TRUE,FALSE,FALSE,NA,NA,NA,"morayf_macduffrosehearty_se"
179234,"United Kingdom","MorayF_MacduffRosehearty_sh","","57.70766","-2.29132",1980,NA,"","OSPAR","","C","Moray Firth: Macduff to Rosehearty","",TRUE,FALSE,TRUE,NA,NA,NA,"morayf_macduffrosehearty_sh"
179235,"United Kingdom","MorayF_MacduffRosehearty_wa","","57.70766","-2.29132",1980,NA,"","OSPAR","","C","Moray Firth: Macduff to Rosehearty","",TRUE,FALSE,FALSE,NA,NA,NA,"morayf_macduffrosehearty_wa"
179236,"United Kingdom","MorayF_MoFIntermediateN_fi","","58.32904","-2.99536",1980,NA,"","OSPAR","","MO","Moray Firth: Intermediate North","",TRUE,FALSE,TRUE,NA,NA,NA,"morayf_mofintermediaten_fi"
179237,"United Kingdom","MorayF_MoFIntermediateN_se","","58.32904","-2.99536",1980,NA,"","OSPAR","","MO","Moray Firth: Intermediate North","",TRUE,FALSE,FALSE,NA,NA,NA,"morayf_mofintermediaten_se"
179238,"United Kingdom","MorayF_MoFIntermediateN_sh","","58.32904","-2.99536",1980,NA,"","OSPAR","","MO","Moray Firth: Intermediate North","",TRUE,FALSE,TRUE,NA,NA,NA,"morayf_mofintermediaten_sh"
179239,"United Kingdom","MorayF_MoFIntermediateN_wa","","58.32904","-2.99536",1980,NA,"","OSPAR","","MO","Moray Firth: Intermediate North","",TRUE,FALSE,FALSE,NA,NA,NA,"morayf_mofintermediaten_wa"
179240,"United Kingdom","MorayF_MoFIntermediateS_fi","","57.83075","-2.62758",1980,NA,"","OSPAR","","MO","Moray Firth: Intermediate South","",TRUE,FALSE,TRUE,NA,NA,NA,"morayf_mofintermediates_fi"
179241,"United Kingdom","MorayF_MoFIntermediateS_se","","57.83075","-2.62758",1980,NA,"","OSPAR","","MO","Moray Firth: Intermediate South","",TRUE,FALSE,FALSE,NA,NA,NA,"morayf_mofintermediates_se"
179242,"United Kingdom","MorayF_MoFIntermediateS_sh","","57.83075","-2.62758",1980,NA,"","OSPAR","","MO","Moray Firth: Intermediate South","",TRUE,FALSE,TRUE,NA,NA,NA,"morayf_mofintermediates_sh"
179243,"United Kingdom","MorayF_MoFIntermediateS_wa","","57.83075","-2.62758",1980,NA,"","OSPAR","","MO","Moray Firth: Intermediate South","",TRUE,FALSE,FALSE,NA,NA,NA,"morayf_mofintermediates_wa"
179244,"United Kingdom","MorayF_MoFOpenSea_fi","","58.14867","-2.47907",1980,NA,"","OSPAR","","MO","Moray Firth: Open Sea","",TRUE,FALSE,TRUE,NA,NA,NA,"morayf_mofopensea_fi"
179245,"United Kingdom","MorayF_MoFOpenSea_se","","58.14867","-2.47907",1980,NA,"","OSPAR","","MO","Moray Firth: Open Sea","",TRUE,FALSE,FALSE,NA,NA,NA,"morayf_mofopensea_se"
179246,"United Kingdom","MorayF_MoFOpenSea_sh","","58.14867","-2.47907",1980,NA,"","OSPAR","","MO","Moray Firth: Open Sea","",TRUE,FALSE,TRUE,NA,NA,NA,"morayf_mofopensea_sh"
179247,"United Kingdom","MorayF_MoFOpenSea_wa","","58.14867","-2.47907",1980,NA,"","OSPAR","","MO","Moray Firth: Open Sea","",TRUE,FALSE,FALSE,NA,NA,NA,"morayf_mofopensea_wa"
179248,"United Kingdom","MorayF_MorayFirth_fi","","57.53883","-4.14309",1980,NA,"","OSPAR","","TT","Moray Firth:","",TRUE,FALSE,TRUE,NA,NA,NA,"morayf_morayfirth_fi"
179249,"United Kingdom","MorayF_MorayFirth_se","","57.53883","-4.14309",1980,NA,"","OSPAR","","TT","Moray Firth:","",TRUE,FALSE,FALSE,NA,NA,NA,"morayf_morayfirth_se"
179250,"United Kingdom","MorayF_MorayFirth_sh","","57.53883","-4.14309",1980,NA,"","OSPAR","","TT","Moray Firth:","",TRUE,FALSE,TRUE,NA,NA,NA,"morayf_morayfirth_sh"
179251,"United Kingdom","MorayF_MorayFirth_wa","","57.53883","-4.14309",1980,NA,"","OSPAR","","TT","Moray Firth:","",TRUE,FALSE,FALSE,NA,NA,NA,"morayf_morayfirth_wa"
179252,"United Kingdom","MorayF_MorayFirthOffshor_fi","","57.861","-3.6217",1980,NA,"","OSPAR","","C","Moray Firth: Offshore","",TRUE,FALSE,TRUE,NA,NA,NA,"morayf_morayfirthoffshor_fi"
179253,"United Kingdom","MorayF_MorayFirthOffshor_se","","57.861","-3.6217",1980,NA,"","OSPAR","","C","Moray Firth: Offshore","",TRUE,FALSE,FALSE,NA,NA,NA,"morayf_morayfirthoffshor_se"
179254,"United Kingdom","MorayF_MorayFirthOffshor_sh","","57.861","-3.6217",1980,NA,"","OSPAR","","C","Moray Firth: Offshore","",TRUE,FALSE,TRUE,NA,NA,NA,"morayf_morayfirthoffshor_sh"
179255,"United Kingdom","MorayF_MorayFirthOffshor_wa","","57.861","-3.6217",1980,NA,"","OSPAR","","C","Moray Firth: Offshore","",TRUE,FALSE,FALSE,NA,NA,NA,"morayf_morayfirthoffshor_wa"
179256,"United Kingdom","MorayF_MuirtownBasinL_fi","","57.48962","-4.25369",1980,NA,"","OSPAR","","T","Moray Firth: Muirtown Basin Lagoon. Inverness","",TRUE,FALSE,TRUE,NA,NA,NA,"morayf_muirtownbasinl_fi"
179257,"United Kingdom","MorayF_MuirtownBasinL_se","","57.48962","-4.25369",1980,NA,"","OSPAR","","T","Moray Firth: Muirtown Basin Lagoon. Inverness","",TRUE,FALSE,FALSE,NA,NA,NA,"morayf_muirtownbasinl_se"
179258,"United Kingdom","MorayF_MuirtownBasinL_sh","","57.48962","-4.25369",1980,NA,"","OSPAR","","T","Moray Firth: Muirtown Basin Lagoon. Inverness","",TRUE,FALSE,TRUE,NA,NA,NA,"morayf_muirtownbasinl_sh"
179259,"United Kingdom","MorayF_MuirtownBasinL_wa","","57.48962","-4.25369",1980,NA,"","OSPAR","","T","Moray Firth: Muirtown Basin Lagoon. Inverness","",TRUE,FALSE,FALSE,NA,NA,NA,"morayf_muirtownbasinl_wa"
179260,"United Kingdom","MorayF_NossHeadHalberryHd_fi","","58.39052","-3.05412",1980,NA,"","OSPAR","","C","Moray Firth: Noss Head to Halberry Head","",TRUE,FALSE,TRUE,NA,NA,NA,"morayf_nossheadhalberryhd_fi"
179261,"United Kingdom","MorayF_NossHeadHalberryHd_se","","58.39052","-3.05412",1980,NA,"","OSPAR","","C","Moray Firth: Noss Head to Halberry Head","",TRUE,FALSE,FALSE,NA,NA,NA,"morayf_nossheadhalberryhd_se"
179262,"United Kingdom","MorayF_NossHeadHalberryHd_sh","","58.39052","-3.05412",1980,NA,"","OSPAR","","C","Moray Firth: Noss Head to Halberry Head","",TRUE,FALSE,TRUE,NA,NA,NA,"morayf_nossheadhalberryhd_sh"
179263,"United Kingdom","MorayF_NossHeadHalberryHd_wa","","58.39052","-3.05412",1980,NA,"","OSPAR","","C","Moray Firth: Noss Head to Halberry Head","",TRUE,FALSE,FALSE,NA,NA,NA,"morayf_nossheadhalberryhd_wa"
179264,"United Kingdom","MorayF_OuterCromartyFirth_fi","","57.69496","-4.08433",1980,NA,"","OSPAR","","TT","Moray Firth: Outer Cromarty Firth","",TRUE,FALSE,TRUE,NA,NA,NA,"morayf_outercromartyfirth_fi"
179265,"United Kingdom","MorayF_OuterCromartyFirth_se","","57.69496","-4.08433",1980,NA,"","OSPAR","","TT","Moray Firth: Outer Cromarty Firth","",TRUE,FALSE,FALSE,NA,NA,NA,"morayf_outercromartyfirth_se"
179266,"United Kingdom","MorayF_OuterCromartyFirth_sh","","57.69496","-4.08433",1980,NA,"","OSPAR","","TT","Moray Firth: Outer Cromarty Firth","",TRUE,FALSE,TRUE,NA,NA,NA,"morayf_outercromartyfirth_sh"
179267,"United Kingdom","MorayF_OuterCromartyFirth_wa","","57.69496","-4.08433",1980,NA,"","OSPAR","","TT","Moray Firth: Outer Cromarty Firth","",TRUE,FALSE,FALSE,NA,NA,NA,"morayf_outercromartyfirth_wa"
179268,"United Kingdom","MorayF_PortgordonFindocht_fi","","57.70278","-2.98399",1980,NA,"","OSPAR","","C","Moray Firth: Portgordon to Findochty","",TRUE,FALSE,TRUE,NA,NA,NA,"morayf_portgordonfindocht_fi"
179269,"United Kingdom","MorayF_PortgordonFindocht_se","","57.70278","-2.98399",1980,NA,"","OSPAR","","C","Moray Firth: Portgordon to Findochty","",TRUE,FALSE,FALSE,NA,NA,NA,"morayf_portgordonfindocht_se"
179270,"United Kingdom","MorayF_PortgordonFindocht_sh","","57.70278","-2.98399",1980,NA,"","OSPAR","","C","Moray Firth: Portgordon to Findochty","",TRUE,FALSE,TRUE,NA,NA,NA,"morayf_portgordonfindocht_sh"
179271,"United Kingdom","MorayF_PortgordonFindocht_wa","","57.70278","-2.98399",1980,NA,"","OSPAR","","C","Moray Firth: Portgordon to Findochty","",TRUE,FALSE,FALSE,NA,NA,NA,"morayf_portgordonfindocht_wa"
179272,"United Kingdom","MorayF_Rosehearty_fi","","57.7166","-2.00094",1980,NA,"","OSPAR","","C","Moray Firth: Rosehearty to Cairnbulg Point","",TRUE,FALSE,TRUE,NA,NA,NA,"morayf_rosehearty_fi"
179273,"United Kingdom","MorayF_Rosehearty_se","","57.7166","-2.00094",1980,NA,"","OSPAR","","C","Moray Firth: Rosehearty to Cairnbulg Point","",TRUE,FALSE,FALSE,NA,NA,NA,"morayf_rosehearty_se"
179274,"United Kingdom","MorayF_Rosehearty_sh","","57.7166","-2.00094",1980,NA,"","OSPAR","","C","Moray Firth: Rosehearty to Cairnbulg Point","",TRUE,FALSE,TRUE,NA,NA,NA,"morayf_rosehearty_sh"
179275,"United Kingdom","MorayF_Rosehearty_wa","","57.7166","-2.00094",1980,NA,"","OSPAR","","C","Moray Firth: Rosehearty to Cairnbulg Point","",TRUE,FALSE,FALSE,NA,NA,NA,"morayf_rosehearty_wa"
179276,"United Kingdom","MorayF_SouthKessockLagoon_fi","","57.49093","-4.24987",1980,NA,"","OSPAR","","T","Moray Firth: South Kessock Lagoon. Inverness","",TRUE,FALSE,TRUE,NA,NA,NA,"morayf_southkessocklagoon_fi"
